
qid,labels,en
68a8dd38ff0fa456770ba4fd,zh-hans:鲁平公; zh-hant:魯平公; zh-hk:魯平公; vi:Lỗ Bình công; nan:Ló͘ Pêng-kong; nl:Lỗ Bình công; ast:Lỗ Bình công; yue:魯平公; lzh:魯平公,Lo Binh cong
68a8dd38ff0fa456770ba500,ru:Масахиса Дота,Masakhisa Dota
68a8dd38ff0fa456770ba506,cs:Keihóin,Keihoin
68a8dd38ff0fa456770ba50f,zh-hans:田僖子; zh-hant:田僖子; zh-hk:田僖子; vi:Điền Khất; nl:Điền Khất; ast:Điền Khất; es:Điền Khất; lzh:田僖子,Dien Khat
68a8dd38ff0fa456770ba513,vi:Tử Vỉ,Tu Vi
68a8dd38ff0fa456770ba516,vi:Tôn Thư,Ton Thu
68a8dd38ff0fa456770ba51a,vi:Trần Chiêu Tử,Tran Chieu Tu
68a8dd38ff0fa456770ba51d,zh-hans:田武子; zh-hant:田武子; zh-hk:田武子; vi:Điền Khai; nl:Điền Khai; ast:Điền Khai; es:Điền Khai; lzh:陳武子,Dien Khai
68a8dd38ff0fa456770ba520,vi:Điền Thư,Dien Thu
68a8dd38ff0fa456770ba524,zh-hans:陈惠公; zh-hant:陳惠公; zh-hk:陳惠公; vi:Trần Huệ công; nan:Tân Hūi-kong; lzh:陳惠公,Tran Hue cong
68a8dd38ff0fa456770ba628,cs:Fukudžuin,Fukudzuin
68a8dd38ff0fa456770ba644,ko:윤기견; ru:Юн Кигён; sv:Yun Gigyeon,Yun Gigyeon
68a8dd38ff0fa456770ba660,cs:Seijóin,Seijoin
68a8dd38ff0fa456770ba663,ko:안베 노부모리; cs:Nobumori Anbe,Nobumori Anbe
68a8dd38ff0fa456770ba682,ru:Тётоку-ин,Tyotoku-in
68a8dd38ff0fa456770ba6a0,ru:Окабэ Масацуна,Okabe Masatsuna
68a8dd38ff0fa456770ba6a1,ko:숙의 김씨; nb:숙의 김씨; ru:Сук-и Ким сси,Suk-i Kim ssi
68a8dd38ff0fa456770ba6a4,ru:Миура N,Miura N
68a8dd38ff0fa456770ba6a7,ru:Мацудайра N,Matsudaira N
68a8dd38ff0fa456770ba6b2,ko:혜순옹주; nb:혜순옹주,hyesunongju
68a8dd38ff0fa456770ba6ba,ko:혜정옹주; nb:혜정옹주,hyejeongongju
68a8dd38ff0fa456770ba6ca,cs:daughter Nobumasy Nagasaky,daughter Nobumasy Nagasaky
68a8dd38ff0fa456770ba6d5,ko:숙정옹주; nb:숙정옹주,sugjeongongju
68a8dd38ff0fa456770ba6d9,ko:정신옹주 (중종); nb:정신옹주 (중종),jeongsinongju (jungjong)
68a8dd38ff0fa456770ba6ef,zh-hans:榊原鹤姬; zh-hant:榊原鶴姬; zh-hk:榊原鶴姬; cs:Fukušóin,Fukusoin
68a8dd38ff0fa456770ba757,ru:Икома Иэмунэ,Ikoma Iemune
68a8dd38ff0fa456770ba7c6,zh-hans:鲁文公; zh-hant:魯文公; zh-hk:魯文公; vi:Lỗ Văn công; nan:Ló͘ Bûn-kong; nl:Lỗ Văn công; ast:Lỗ Văn công; yue:魯文公 (戰國); lzh:魯湣公,Lo Van cong
68a8dd38ff0fa456770ba7d7,zh-hans:田成子; zh-hant:田成子; zh-hk:田成子; vi:Điền Hằng; nl:Điền Hằng; ast:Điền Hằng; es:Điền Hằng; lzh:陳成子,Dien Hang
68a8dd38ff0fa456770ba7db,vi:Trần Quán,Tran Quan
68a8dd38ff0fa456770ba7de,vi:Tử Sĩ,Tu Si
68a8dd38ff0fa456770ba7e8,zh-hans:陈怀公; zh-hant:陳懷公; zh-hk:陳懷公; vi:Trần Hoài công; nan:Tân Hoâi-kong; nl:Trần Hoài công; ast:Trần Hoài công; lzh:陳懷公,Tran Hoai cong
68a8dd38ff0fa456770ba828,cs:Seitaiin,Seitaiin
68a8dd38ff0fa456770ba846,cs:Macuhime Tokugawa; zh-hk:德川松姫; zh-hant:德川松姫,Macuhime Tokugawa
68a8dd38ff0fa456770ba880,ko:근녕군; nb:근녕군,geunnyeonggun
68a8dd38ff0fa456770ba887,ko:후령군; nb:후령군,huryeonggun
68a8dd38ff0fa456770ba88a,ko:익녕군; nb:익녕군,ignyeonggun
68a8dd38ff0fa456770ba88e,ko:정혜옹주 (태종); nb:정혜옹주 (태종),jeonghyeongju (taejong)
68a8dd38ff0fa456770ba891,ko:정신옹주 (태종); nb:정신옹주 (태종),jeongsinongju (taejong)
68a8dd38ff0fa456770ba894,ko:정정옹주 (태종); nb:정정옹주 (태종),jeongjeongongju (taejong)
68a8dd38ff0fa456770ba898,ko:숙정옹주; nb:숙정옹주,sugjeongongju
68a8dd38ff0fa456770ba89b,ko:숙혜옹주; nb:숙혜옹주,sughyeongju
68a8dd38ff0fa456770ba89f,ko:숙녕옹주 (태종); nb:숙녕옹주 (태종),sugnyeongongju (taejong)
68a8dd38ff0fa456770ba99d,vi:Diêm Quý phi (Minh Thế Tông),Diem Quy phi (Minh The Tong)
68a8dd38ff0fa456770ba9a1,vi:Đoan Hòa Hoàng quý phi,Doan Hoa Hoang quy phi
68a8dd38ff0fa456770ba9ac,fa:شیبا یوشیتاتسو,Shiba Yoshitatsu
68a8dd38ff0fa456770ba9d9,ru:Хикосиро Саито; zh-hant:齋藤彥四郎; zh-cn:斋藤彥四郎; zh-hans:斋藤彥四郎,Khikosiro Saito
68a8dd38ff0fa456770baa09,cs:Fudžisan Motočika,Fudzisan Motocika
68a8dd38ff0fa456770baa13,zh-hans:鲁顷公; zh-hant:魯頃公; zh-hk:魯頃公; vi:Lỗ Khoảnh công; nan:Ló͘ Khéng-kong; nl:Lỗ Khoảnh công; ast:Lỗ Khoảnh công; yue:魯頃公; lzh:魯頃公,Lo Khoanh cong
68a8dd38ff0fa456770baa1b,fa:آراکی موراتسوگو,Araki Muratsugu
68a8dd38ff0fa456770baa2d,vi:Điền Tương tử; lzh:田盤,Dien Tuong tu
68a8dd38ff0fa456770baa33,ru:Ёсимунэ Хатакэяма,Yosimune Khatakeyama
68a8dd38ff0fa456770baa37,vi:Trần Mẫn công; nan:Tân Bín-kong; ko:진 민공; lzh:陳閔公,Tran Man cong
68a8dd38ff0fa456770baa3a,fa:هایاشی میچیتومو,Hayashi Michitomo
68a8dd38ff0fa456770bab43,cs:daughter Masaharu Hosokawy,daughter Masaharu Hosokawy
68a8dd38ff0fa456770bab5e,nb:Takakura Ryōko,Takakura Ryoko
68a8dd38ff0fa456770bab91,ko:의안군; nb:의안군; ru:Принц Ыйвон,Prints Yyvon
68a8dd38ff0fa456770bab9e,ko:정신옹주 (선조); nb:정신옹주 (선조); ru:Чонсин онджу,Chonsin ondzhu
68a8dd38ff0fa456770baba2,ko:정혜옹주 (선조); nb:정혜옹주 (선조); ru:Чонхэ онджу,Chonkhe ondzhu
68a8dd38ff0fa456770babac,ko:의창군 (이광); nb:의창군 (이광); ru:принц  Ыйджан,prints  Yydzhan
68a8dd38ff0fa456770babaf,ko:정인옹주; nb:정인옹주; ru:ЧанИн онджу,ChanIn ondzhu
68a8dd38ff0fa456770babb3,ko:정안옹주 (선조); nb:정안옹주 (선조); ru:ЧанАн онджу,ChanAn ondzhu
68a8dd38ff0fa456770babb6,ko:정휘옹주; nb:정휘옹주; ru:ЧанХи онджу,ChanKhi ondzhu
68a8dd38ff0fa456770babb9,ko:정선옹주; nb:정선옹주; ru:ЧонСон онджу,ChonSon ondzhu
68a8dd38ff0fa456770babc1,ko:경창군; lzh:慶昌君; nb:경창군; ru:принц Кёнджан,prints Kyondzhan
68a8dd38ff0fa456770babc8,ko:정근옹주; nb:정근옹주; ru:Чонгын онджу,Chongyn ondzhu
68a8dd38ff0fa456770babcb,ko:경평군 (이륵); nb:경평군 (이륵); ru:принц КёнПён,prints KyonPyon
68a8dd38ff0fa456770babd6,ko:정화옹주; nb:정화옹주; ru:Чанхва онджу,Chankhva ondzhu
68a8dd38ff0fa456770babdc,ko:영성군; nb:영성군; ru:принц Ёнсон,prints Yonson
68a8dd38ff0fa456770babf3,cs:Takamine,Takamine
68a8dd38ff0fa456770bac9d,vi:Vương Tôn Khải,Vuong Ton Khai
68a8dd38ff0fa456770bacae,zh-hans:韩昭侯; zh-hant:韓昭侯; zh-hk:韓昭侯; vi:Hàn Ly hầu; nan:Hân Chiau-hâu; nl:Hàn Ly hầu; ast:Hàn Ly hầu; es:Hàn Ly hầu; lzh:韓昭侯; yue:韓武; ko:한 소후,Han Ly hau
68a8dd38ff0fa456770bad80,ko:금평군 (이의생); nb:금평군 (이의생),geumpyeonggun (iyisaeng)
68a8dd38ff0fa456770bad87,ko:종의군; nb:종의군,jongyigun
68a8dd38ff0fa456770bad8b,ko:진남군 (왕족); nb:진남군 (왕족),jinnamgun (wangjog)
68a8dd38ff0fa456770bad8e,ko:수도군; nb:수도군,sudogun
68a8dd38ff0fa456770bad95,ko:석보군; nb:석보군,seogbogun
68a8dd38ff0fa456770bad9f,ko:도평군 (왕족); nb:도평군 (왕족),dopyeonggun (wangjog)
68a8dd38ff0fa456770bada2,ko:장천군 (왕족); nb:장천군 (왕족),jangceongun (wangjog)
68a8dd38ff0fa456770bada6,ko:정석군; nb:정석군,jeongseoggun
68a8dd38ff0fa456770bada9,ko:무림군; nb:무림군,murimgun
68a8dd38ff0fa456770badb0,ko:숙신옹주 (정종); nb:숙신옹주 (정종),sugsinongju (jeongjong)
68a8dd38ff0fa456770badb3,ko:덕천옹주; nb:덕천옹주,deogceonongju
68a8dd38ff0fa456770badb7,ko:고성옹주; vi:Cao Thành Ông chúa; nb:고성옹주,Cao Thanh Ong chua
68a8dd38ff0fa456770badba,ko:상원옹주; vi:Tường Nguyên Ông chúa; nb:상원옹주,Tuong Nguyen Ong chua
68a8dd38ff0fa456770badbf,ko:전산옹주; nb:전산옹주,jeonsanongju
68a8dd38ff0fa456770badc2,ko:인천옹주; nb:인천옹주,inceonongju
68a8dd38ff0fa456770badc5,ko:함안옹주; nb:함안옹주,hamanongju
68a8dd38ff0fa456770badd0,"ko:창녕군; ru:Ли Тхэ, принц Чаннён","Li Tkhe, prints Channyon"
68a8dd38ff0fa456770badd3,"ko:금산군; ru:Ли Чонгун, принц Кымсан","Li Chongun, prints Kymsan"
68a8dd38ff0fa456770baea0,ru:Жильбер Бассет,Zhilber Basset
68a8dd38ff0fa456770baec6,ru:Роберт де Модит,Robert de Modit
68a8dd38ff0fa456770baec7,ru:Изабелла Бассет,Izabella Basset
68a8dd38ff0fa456770baf09,ru:Элизабет Невилл из Стейнтона,Elizabet Nevill iz Steyntona
68a8dd38ff0fa456770baf6d,fr:Aline Pipard; ru:Эйлин Пипард,Aline Pipard
68a8dd38ff0fa456770baf8b,ast:Jeanne de Mayenne; es:Jeanne de Mayenne; fr:Jeanne de Mayenne; nl:Jeanne de Mayenne; ru:Жанна де Майен,Jeanne de Mayenne
68a8dd38ff0fa456770bb463,ast:Karl Karlsson; nl:Karl Karlsson; ru:Карл Карлссон; sv:Karl Karlsson (Ulv),Karl Karlsson
68a8dd38ff0fa456770bb4cb,fr:Matilda; ru:Матильда,Matilda
68a8dd38ff0fa456770bb509,"fr:Main, seigneur de Saint-Aubin-d'Aubigné; ru:Мэн д’Обинье","Main, seigneur de Saint-Aubin-d'Aubigne"
68a8dd38ff0fa456770bb50a,fr:Adelaïde de Bohun; ru:Аделиза де Богун,Adelaide de Bohun
68a8dd38ff0fa456770bb598,ast:Berthe du Puy-du-Fou; fr:Berthe du Puy-du-Fou; nl:Berthe du Puy-du-Fou; ru:Берта дю Пюи-дю-Фу,Berthe du Puy-du-Fou
68a8dd38ff0fa456770bb5a6,fr:Radegonde Orieldis; nl:Radegonde Orieldis; ru:Радегонда,Radegonde Orieldis
68a8dd38ff0fa456770bb694,bg:Мегинхард; cs:Meginard ze Sponheimu,Meginard ze Sponheimu
68a8dd38ff0fa456770bb6d0,fr:Werri II de Walcourt,Werri II de Walcourt
68a8dd38ff0fa456770bb6f7,ast:Friedrich III. von Ortenburg; cs:Bedřich III. Ortenburský; de:Friedrich III. von Ortenburg; nl:Friedrich III. von Ortenburg; ru:Фридрих III Ортенбургский,Friedrich III. von Ortenburg
68a8dd38ff0fa456770bb6fb,ast:Gebhard; bg:Гебхард; cs:Gebhart Ortenburský; de:Gebhard; fr:Gebhard; nl:Gebhard van Ortenburg; ru:Гебхард,Gebhard
68a8dd38ff0fa456770bb72b,ru:Завид Дмитрович,Zavid Dmitrovich
68a8dd38ff0fa456770bb72e,ru:Ростислав Ярославич,Rostislav Yaroslavich
68a8dd38ff0fa456770bb73c,be:Ізяслаў Інгваравіч; el:Ισιασλάβ Ινγκβάρεβιτς; ru:Изяслав Ингваревич; sv:Iziaslav Ingvarevich; uk:Ізяслав Інгварович,Iziaslav Ingvarevich
68a8dd38ff0fa456770bb73d,be:Яраслаў Інгваравіч; el:Γιαροσλάβ Ινγκβάρεβιτς; pl:Jarosław Ingwarowicz; ru:Ярослав Ингваревич; sv:Jaroslav Ingvarevich; uk:Ярослав Інґварович,Jaroslaw Ingwarowicz
68a8dd38ff0fa456770bb74d,be:Святаслаў Мсціславіч Смаленскі; be-tarask:Сьвятаслаў Мсьціслававіч Смаленскі; cs:Svjatoslav Mstislavič; de:Swjatoslaw Mstislawitsch; el:Σβιατοσλάβ Μστισλάβιτς; it:Svjatoslav Mstislavič; lv:Svjatoslavs Mstislavičs; nl:Swjatoslaw Mstislawitsch; ru:Святослав Мстиславич; sl:Svjatoslav Mstislavič; sv:Svjatoslav Mstislavitj; uk:Святослав Мстиславич (князь смоленський); zh-hans:斯维亚托斯拉夫·姆斯季斯拉维奇; zh-hant:斯維亞托斯拉夫·姆斯季斯拉維奇; zh-hk:斯維亞托斯拉夫·姆斯季斯拉維奇,Svjatoslav Mstislavic
68a8dd38ff0fa456770bb76e,ast:Всеволод Ярополкович; es:Всеволод Ярополкович; nl:Всеволод Ярополкович; ru:Всеволод Ярополкович; uk:Всеволод Ярополкович,Vsevolod Yaropolkovich
68a8dd38ff0fa456770bb775,bg:Евдокия Аксухина,Evdokiia Aksukhina
68a8dd38ff0fa456770bb776,be:Усяслаў Мікуліч; ru:Всеслав Микулович,Vseslav Mikulovich
68a8dd38ff0fa456770bb777,be:Андрэй Валодшыч; be-tarask:Андрэй Валодшыч; cs:Ondřej Volodšič; ru:Андрей Володшич; uk:Андрій Володшич,Ondrej Volodsic
68a8dd38ff0fa456770bb778,be:Валодшыч; be-tarask:Брачыслаў Валодшыч; cs:neznámý Volodšič; ru:Володшич; uk:Володшич,neznamy Volodsic
68a8dd38ff0fa456770bb790,fr:Ermengarde; ru:Ирменгарда де Санлис,Ermengarde
68a8dd38ff0fa456770bb81b,fr:Rodulf; nb:Ralph de Warenne; nl:Rudolf van Warenne; ru:Родульф (Ральф) де Варенн,Rodulf
68a8dd38ff0fa456770bb824,fr:Maurice III de Craon,Maurice III de Craon
68a8dd38ff0fa456770bb837,ru:Уильям де Модит,Uilyam de Modit
68a8dd38ff0fa456770bb849,ast:Ясінь; es:Ясінь; ru:Ясинь; uk:Ясінь,Yasin
68a8dd38ff0fa456770bb887,bg:Евдокия Комнима; ca:Eudòxia Comnena,Eudoxia Comnena
68a8dd38ff0fa456770bb88b,bg:Евдокия Дукина Комнина; ca:Eudòxia Comnena; el:Ευδοκία Δούκαινα Κομνηνή; fr:Eudocie Comnène; ru:Евдокия Дукиня Комнина,Eudoxia Comnena
68a8dd38ff0fa456770bb88c,bg:Андроник Дука Комнин; ca:Andrònic Comnè; el:Ανδρόνικος Δούκας Κομνηνός; fr:Andronic Comnène; ru:Андроник Дука Комнин,Andronic Comne
68a8dd38ff0fa456770bb890,bg:Анна Комнина,Anna Komnina
68a8dd38ff0fa456770bb8a4,bg:Йоан Дука; cs:Ioan Dukas; el:Ίωάννης Δούκας,Ioan Dukas
68a8dd38ff0fa456770bb8bd,ast:Mikula; de:Mikula; nl:Mikula; ru:Микула,Mikula
68a8dd38ff0fa456770bb8be,fr:Nastassia Kontchakovna; ru:Свобода Кончаковна; uk:Свобода Кончаківна,Nastassia Kontchakovna
68a8dd38ff0fa456770bb8c0,cs:Vsevolod Vladimirovič; ru:Всеволод Владимирович; uk:Всеволод Путивльський,Vsevolod Vladimirovic
68a8dd38ff0fa456770bb8c1,ru:Изяслав Владимирович; uk:Ізяслав Володимирович,Izyaslav Vladimirovich
68a8dd38ff0fa456770bb8c3,ru:Дмитрий; uk:Дмитро,Dmitriy
68a8dd38ff0fa456770bb8c4,ru:Юрий,Yuriy
68a8dd38ff0fa456770bbd65,ru:Ричард Скруп,Richard Skrup
68a8dd38ff0fa456770bbd66,ru:Роберт Скруп,Robert Skrup
68a8dd38ff0fa456770bbd70,ru:Матильда де Сен-Хилар,Matilda de Sen-Khilar
68a8dd38ff0fa456770bbf5b,ru:Роберт Фицральф,Robert Fitsralf
68a8dd38ff0fa456770bbf8f,ast:Isabelle de Condé; fr:Isabelle de Condé; hu:ismeretlen személy; nl:Isabelle de Condé; ru:Изабелла де Конде,Isabelle de Conde
68a8dd38ff0fa456770bbffc,ru:Фульк Бассет,Fulk Basset
68a8dd38ff0fa456770bbffe,ru:Филиппа Мобан,Filippa Moban
68a8dd38ff0fa456770bc0b2,ru:Эмма Фиц-Роберт,Emma Fits-Robert
68a8dd38ff0fa456770bc1d8,fr:Mahaud de Malines,Mahaud de Malines
68a8dd38ff0fa456770bc1f0,cs:daughter Nobumasy Sanady (zákonná manželka Jorinaga Tokiho),daughter Nobumasy Sanady (zakonna manzelka Jorinaga Tokiho)
68a8dd38ff0fa456770bc1fa,cs:daughter Tokuena Jasutomiho,daughter Tokuena Jasutomiho
68a8dd38ff0fa456770bc1fd,nb:ドナ・ルシア; cs:Dona Rušia,Dona Rusia
68a8dd38ff0fa456770bc40c,ru:Набэсима Нио,Nabesima Nio
68a8dd38ff0fa456770bc40f,ru:Набэсима Наоёси; zh-hk:鍋島直能; yue:鍋島直能,Nabesima Naoyosi
68a8dd38ff0fa456770bc413,ru:Кёсё-ин,Kyosyo-in
68a8dd38ff0fa456770bc432,cs:daughter Hisahideho Macunagy,daughter Hisahideho Macunagy
68a8dd38ff0fa456770bc476,ru:Такаяма Сигетоси,Takayama Sigetosi
68a8dd38ff0fa456770bc57f,cs:daughter Motočiky Čósokabeho,daughter Motociky Cosokabeho
68a8dd38ff0fa456770bc582,cs:daughter Nobučiky Čósokabeho,daughter Nobuciky Cosokabeho
68a8dd38ff0fa456770bc59f,fa:آراکی داشی,Araki Dashi
68a8dd38ff0fa456770bc680,cs:daughter Hisahideho Macunagy,daughter Hisahideho Macunagy
68a8dd38ff0fa456770bc683,cs:daughter Hisahideho Macunagy,daughter Hisahideho Macunagy
68a8dd38ff0fa456770bc6de,ru:Мунэтака Ватари,Munetaka Vatari
68a8dd38ff0fa456770bc9e3,ru:Набэсима Мототакэ,Nabesima Mototake
68a8dd38ff0fa456770bca31,vi:Vương Phụng Hiếu,Vuong Phung Hieu
68a8dd38ff0fa456770bca51,vi:Vương Tư Chính,Vuong Tu Chinh
68a8dd38ff0fa456770bca5b,ru:Венди Юань,Vendi Yuan
68a8dd38ff0fa456770bca5e,vi:Lý Cơ,Ly Co
68a8dd38ff0fa456770bca6c,vi:Tiêu Hiến,Tieu Hien
68a8dd38ff0fa456770bcaab,mn:Mönggetü,Monggetu
68a8dd38ff0fa456770bcadb,ru:Дайр-Усун; vi:Đáp Diệc Nhi Ngột Tôn,Dap Diec Nhi Ngot Ton
68a8dd38ff0fa456770bcb05,mn:Чимбай (жанжин); ru:Чимбай,Chimbay
68a8dd38ff0fa456770bcb08,cs:Daridaj; fa:داریتای; mn:Da'aridai; ru:Даридай,Daridai Otchigin
68a8dd38ff0fa456770bcc92,vi:Trần Thị Khương,Tran Thi Khuong
68a8dd38ff0fa456770bcc99,ast:Thiên Thụy; nl:Thiên Thụy; vi:Thiên Thụy,Thien Thuy
68a8dd38ff0fa456770bcd0a,fa:یاماگوچی نوریتسوگو,Yamaguchi Noritsugu
68a8dd38ff0fa456770bcd0d,ru:Тадасуэ Кувасима,Tadasue Kuvasima
68a8dd38ff0fa456770bcd2c,ru:Дзико-ин,Dziko-in
68a8dd38ff0fa456770bcd33,ru:Ота Умэ,Ota Ume
68a8dd38ff0fa456770bcda8,ru:Сиокава Масатоси,Siokava Masatosi
68a8dd38ff0fa456770bcdce,ru:Рюдзодзи Какэй,Ryudzodzi Kakey
68a8dd38ff0fa456770bcdd5,ru:Набэсима Хикокику,Nabesima Khikokiku
68a8dd38ff0fa456770bcdd8,ru:Набэсима Исэрю,Nabesima Iseryu
68a8dd38ff0fa456770bcddb,ru:Рэнгэ-ин,Renge-in
68a8dd38ff0fa456770bcddf,ru:Нотоми Нобудзуми,Notomi Nobudzumi
68a8dd38ff0fa456770bcea6,ru:Мориудзи Кокубун,Moriudzi Kokubun
68a8dd38ff0fa456770bceb0,cs:Jošišige Nagaoka,Josisige Nagaoka
68a8dd38ff0fa456770bcfb1,ru:Набэсима Сигэцуна,Nabesima Sigetsuna
68a8dd38ff0fa456770bcfb4,ru:Набэсима Наомасу,Nabesima Naomasu
68a8dd38ff0fa456770bcfb8,ru:Исахая Сигэхару,Isakhaya Sigekharu
68a8dd38ff0fa456770bcfbb,ru:Таку Сигэтоми,Taku Sigetomi
68a8dd38ff0fa456770bcfbf,ru:Исахая Сигэдзанэ,Isakhaya Sigedzane
68a8dd38ff0fa456770bcfc5,ru:Кумасиро Цунэтика,Kumasiro Tsunetika
68a8dd38ff0fa456770bd00e,ru:Митифуса Эдо,Mitifusa Edo
68a8dd38ff0fa456770bd03d,cs:Tokuen Jasutomi,Tokuen Jasutomi
68a8dd38ff0fa456770bd23c,ca:Okin-Barkhag; fr:Okin-barqaq; ru:Окин-Бархаг,Okin-Barkhag
68a8dd38ff0fa456770bd244,fr:Khuchar Beki; mn:Хучар; ru:Хучар,Khuchar Beki
68a8dd38ff0fa456770bd269,fr:Lǐ Rényǒu; zh-cn:李仁友; zh-hans:李仁友; zh-hant:李仁友; zh-hk:李仁友; zh-mo:李仁友; zh-my:李仁友; zh-sg:李仁友; zh-tw:李仁友,Li Renyou
68a8dd38ff0fa456770bd29d,fa:سدون نویان; mn:Sudon; ru:Судун-нойон,Sudun Noyon
68a8dd38ff0fa456770bd3b9,fa:مائدا شیگهکاتسو,Maeda Shigekatsu
68a8dd38ff0fa456770bd430,vi:Trần Hấp,Tran Hap
68a8dd38ff0fa456770bd434,vi:Ninh Từ hoàng hậu,Ninh Tu hoang hau
68a8dd38ff0fa456770bd437,vi:Thánh Từ hoàng hậu,Thanh Tu hoang hau
68a8dd38ff0fa456770bd449,cs:An Toàn; sv:An Toàn hoàng hậu; vi:An Toàn hoàng hậu,An Toan
68a8dd38ff0fa456770bd453,vi:Công chúa Chiêu Chinh,Cong chua Chieu Chinh
68a8dd38ff0fa456770bd457,vi:Công chúa Chiêu Hoa,Cong chua Chieu Hoa
68a8dd38ff0fa456770bd4e1,fa:اودا جوشو,Oda Norinobu
68a8dd38ff0fa456770bd4f6,ru:Итотиёмару Сэтцу,Itotiyomaru Settsu
68a8dd38ff0fa456770bd84f,vi:Vương Bi,Vuong Bi
68a8dd38ff0fa456770bd889,vi:Lý Viễn,Ly Vien
68a8dd38ff0fa456770bd94b,ko:소요; vi:Tiêu Lạc,Tieu Lac
68a8dd38ff0fa456770bda52,vi:Trưởng Tôn Tử Ngạn,Truong Ton Tu Ngan
68a8dd38ff0fa456770bda60,vi:Trưởng Tôn Tường,Truong Ton Tuong
68a8dd38ff0fa456770bda85,vi:Dương thị,Duong thi
68a8dd38ff0fa456770bdb23,ko:대주도금; nb:대주도금,daejudogeum
68a8dd38ff0fa456770bdb48,fr:Sorqatou-yurki; ru:Соорхату-Чжурки,Sorqatou-yurki
68a8dd38ff0fa456770bdb4d,ast:Büri Böqö; fr:Büri Böqö; ru:Бури-Боко,Buri Boqo
68a8dd38ff0fa456770bdb61,fr:Lǐ Rénài,Li Renai
68a8dd38ff0fa456770bdbe3,ru:Тудур-билгэ,Tudur-bilge
68a8dd38ff0fa456770bdbea,ru:Чильгир-Боко; fr:Chilger Boko; ast:Chilger Boko; ms:Chilger Bökö,Chilger Boko
68a8dd38ff0fa456770bdc23,vi:Võ Diên Thọ,Vo Dien Tho
68a8dd38ff0fa456770bdc6a,el:Μαρία Παλαιολογίνα Τορνικίνα; bg:Мария Торникина Палеологина; sr:Марија Комнин Врана Ласкарис Дука Торникин Палеолог,Maria Palaiologina Tornikina
68a8dd38ff0fa456770bdc6d,el:Μιχαήλ Παλαιολόγος; bg:Михаил Врана Палеолог; sr:Михаило Комнин Врана Палеолог,Mikhael Palaiologos
68a8dd38ff0fa456770bdc71,el:Ανδρόνικος Παλαιολόγος; bg:Андроник Врана Дука Палеолог,Andronikos Palaiologos
68a8dd38ff0fa456770bdc85,el:Ευγενία Παλαιολογίνα Καντακουζηνή; ru:Евгения Палеологина Кантакузина; ca:Helena Paleòloga Cantacuzena; bg:Евгения Палеологина Кантакузина; fr:Eugénie Paléologue Cantacuzène; sr:Евгенија Кантакузин Палеолог,Helena Paleologa Cantacuzena
68a8dd38ff0fa456770bdc88,el:Τορνικίνα Παλαιολογίνα; ca:[?] Tornici Paleòleg,[?] Tornici Paleoleg
68a8dd38ff0fa456770bdcfb,el:Ευδοκία Μουζαλώνισσα Παλαιολογίνα; ru:Евдокия Музалонисса; fr:Eudoxie Mouzalon Paléologue; bg:Евдокия Музалониса; sr:Евдокија Музалон Палеолог,Eudoxie Mouzalon Paleologue
68a8dd38ff0fa456770bdcfe,el:Ευδοκία Νεοκαισαρείτισσα; ru:Евдокия Неокаисаретисса; bg:Евдокия Неокесаритиса; sr:Евдокија Нео - Кисаретиса Палеолог,Evdokiya Neokaisaretissa
68a8dd38ff0fa456770bdd05,el:Ευδοκία Παλαιολογίνα Τζαμπλακώνισσα; ru:Евдокия Палеологиня Джамблакиссисса; bg:Евдокия Палеологина Цамблакониса; sr:Евдокија Палеолог Цамблакон,Evdokiya Paleologinya Dzhamblakississa
68a8dd38ff0fa456770bdd91,el:Παλαιολόγος; ca:[?] Paleòleg; cs:syn Jana Palaiologa-Komnena,[?] Paleoleg
68a8dd38ff0fa456770bdde4,az:I Mixail (İmereti çarı); cs:Michal Imeretský,I Mixail (Imereti cari)
68a8dd38ff0fa456770bde62,vi:Trần Kinh,Tran Kinh
68a8dd38ff0fa456770bde65,vi:Trần Quả,Tran Qua
68a8dd38ff0fa456770bde6c,vi:Đỗ Thụy Châu; sv:Đỗ Thụy Châu,Do Thuy Chau
68a8dd38ff0fa456770bde72,vi:Hoằng Nghị đại vương,Hoang Nghi dai vuong
68a8dd38ff0fa456770bde75,vi:Đỗ Khắc Hàn,Do Khac Han
68a8dd38ff0fa456770bde78,vi:Trần Đức Diệp,Tran Duc Diep
68a8dd38ff0fa456770bde7c,vi:Cao Toàn,Cao Toan
68a8dd38ff0fa456770bde83,vi:Thuận Thánh hoàng hậu; sv:Bảo Từ Hoàng hậu; cs:Bảo Từ Hoàng hậu,Thuan Thanh hoang hau
68a8dd38ff0fa456770bde86,cs:Văn Đức Phu; vi:Văn Đức phu nhân; nl:Văn Đức Phu nhân; sv:Văn Đức Phu nhân,Van Duc Phu
68a8dd38ff0fa456770be1b4,ru:Такаясу Хирага,Takayasu Khiraga
68a8dd38ff0fa456770be23a,fa:یاماگوچی نورییوشی,Yamaguchi Noriyoshi
68a8dd38ff0fa456770be2aa,ru:жена Масатоси Сиокава,zhena Masatosi Siokava
68a8dd38ff0fa456770be2b4,ru:Такэбээ Сэки,Takebee Seki
68a8dd38ff0fa456770be2c8,ru:Рюдзодзи Иэсуми,Ryudzodzi Iesumi
68a8dd38ff0fa456770be2cc,ru:Кумасиро Иэёси,Kumasiro Ieyosi
