child_qid	child_label	n_parents	clusters	proposed_parents	unresolved	reason
Q72972	Publius Licinius Crassus Dives	4	[Q141474 'Publius Licinius Crassus Dives Mucianus' = Q73665 'Publius Licinius Crassus' = Q99408 'Publius Licinius Varus Licinius Crassus Crassus'] ; [Q72912 'Clodia']	Q141474,Q72912	no	4 listed parents collapse to 2 distinct person(s): 2 record(s) are duplicates of another listed parent. Evidence — Q141474+Q73665: same given name and every surname token matches as a spelling variant ('Publius Licinius Crassus Dives Mucianus' / 'Publius Licinius Crassus'); Q73665+Q99408: same given name and every surname token matches as a spelling variant ('Publius Licinius Crassus' / 'Publius Licinius Varus Licinius Crassus Crassus'). The two survivors are one male and one female, as a biological parent pair should be
Q73026	Aurelia	4	[Q73179 'Rutilia'] ; [Q73182 'Lucius Aurelius Cotta'] ; [Q99372 'Q99372'] ; [Q99374 'Q99374']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q73380	BAD MERGE	4	[Q132823 'Gorgophone'] ; [Q73359 'Laodice III'] ; [Q73362 'Antiochus III the Great'] ; [Q90289 'Oebalus']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q74677	Ops	4	[Q131438 'Q131438'] ; [Q131440 'Q131440'] ; [Q74698 'Tros'] ; [Q74701 'Terra']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q74680	Saturn	4	[Q131438 'Q131438'] ; [Q131440 'Q131440'] ; [Q74698 'Tros'] ; [Q74701 'Terra']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q74723	Aristomachus	4	[Q134107 'Cleodaeus'] ; [Q74732 'Merops'] ; [Q75192 'Klymene'] ; [Q90476 'Hesione']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q74846	Anchises	4	[Q74864 'Capys' = Q90508 'Capys'] ; [Q74867 'Themiste Queen of Dardania' = Q90436 'Themiste Queen of Dardania']	Q74864,Q74867	no	4 listed parents collapse to 2 distinct person(s): 2 record(s) are duplicates of another listed parent. Evidence — Q74864+Q90508: identical label 'Capys'; Q74867+Q90436: identical label 'Themiste Queen of Dardania'. The two survivors are one male and one female, as a biological parent pair should be
Q74873	Canens  of Latium	4	[Q74894 'Venila' = Q90267 'Venila'] ; [Q74897 'Janus' = Q90269 'Janus']	Q74894,Q74897	no	4 listed parents collapse to 2 distinct person(s): 2 record(s) are duplicates of another listed parent. Evidence — Q74894+Q90267: identical label 'Venila'; Q74897+Q90269: identical label 'Janus'. The two survivors are one male and one female, as a biological parent pair should be
Q74906	Callirhoe  Queen of Trojans	4	[Q74934 'Idaea' = Q90313 'Idaea'] ; [Q74937 'Xanthus \ Scamander Scamander ?King of Boeotia' = Q90329 'Xanthus \ Scamander Scamander']	Q74934,Q74937	no	4 listed parents collapse to 2 distinct person(s): 2 record(s) are duplicates of another listed parent. Evidence — Q74934+Q90313: identical label 'Idaea'; Q74937+Q90329: same given name and every surname token matches as a spelling variant ('Xanthus \ Scamander Scamander ?King of Boeotia' / 'Xanthus \ Scamander Scamander'). The two survivors are one male and one female, as a biological parent pair should be
Q74918	Adrastus  King of Argos	4	[Q74946 'Talaos King of Argos' = Q90538 'Talaos King of Argos'] ; [Q74949 'Lysimache,Eurynome or Lyssianassa' = Q90558 'Lysimache,Eurynome or Lyssianassa']	Q74946,Q74949	no	4 listed parents collapse to 2 distinct person(s): 2 record(s) are duplicates of another listed parent. Evidence — Q74946+Q90538: identical label 'Talaos King of Argos'; Q74949+Q90558: identical label 'Lysimache,Eurynome or Lyssianassa'. The two survivors are one male and one female, as a biological parent pair should be
Q74973	Danaus	4	[Q131024 'Anchiroe'] ; [Q74698 'Tros'] ; [Q74701 'Terra'] ; [Q90576 'Belus']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q74985	Pero  Princess of Pylos	4	[Q75015 'Neleus Mycenae' = Q90572 'Neleus Mycenae'] ; [Q75018 'Meliboea Chloris Princess of Thebes' = Q90526 'Meliboea Chloris Princess of Thebes']	Q75015,Q75018	no	4 listed parents collapse to 2 distinct person(s): 2 record(s) are duplicates of another listed parent. Evidence — Q75015+Q90572: identical label 'Neleus Mycenae'; Q75018+Q90526: identical label 'Meliboea Chloris Princess of Thebes'. The two survivors are one male and one female, as a biological parent pair should be
Q74988	Bias  Thessaly	4	[Q75021 'Amythaon King of Iolcus' = Q90474 'Amythaon King of Iolcus'] ; [Q75024 'Eidomene (Idomene) of Pherac' = Q90386 'Eidomene (Idomene) of Pherac']	Q75021,Q75024	no	4 listed parents collapse to 2 distinct person(s): 2 record(s) are duplicates of another listed parent. Evidence — Q75021+Q90474: identical label 'Amythaon King of Iolcus'; Q75024+Q90386: identical label 'Eidomene (Idomene) of Pherac'. The two survivors are one male and one female, as a biological parent pair should be
Q75009	Teucer  of Teucria	4	[Q74934 'Idaea' = Q90313 'Idaea'] ; [Q74937 'Xanthus \ Scamander Scamander ?King of Boeotia' = Q90329 'Xanthus \ Scamander Scamander']	Q74934,Q74937	no	4 listed parents collapse to 2 distinct person(s): 2 record(s) are duplicates of another listed parent. Evidence — Q74934+Q90313: identical label 'Idaea'; Q74937+Q90329: same given name and every surname token matches as a spelling variant ('Xanthus \ Scamander Scamander ?King of Boeotia' / 'Xanthus \ Scamander Scamander'). The two survivors are one male and one female, as a biological parent pair should be
Q75048	Persephone EK  Mycenae	4	[Q75078 'Minyas -' = Q90486 'Minyas -'] ; [Q75081 'Euryanassa' = Q90544 'Euryanassa']	Q75078,Q75081	no	4 listed parents collapse to 2 distinct person(s): 2 record(s) are duplicates of another listed parent. Evidence — Q75078+Q90486: identical label 'Minyas -'; Q75081+Q90544: identical label 'Euryanassa'. The two survivors are one male and one female, as a biological parent pair should be
Q75054	Themis	4	[Q74698 'Tros'] ; [Q74701 'Terra'] ; [Q74970 'Tethys'] ; [Q74973 'Danaus']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q75072	Alcidice	4	[Q75096 'Aleus' = Q90566 'Aleus'] ; [Q75099 'Neaera' = Q90598 'Neaera']	Q75096,Q75099	no	4 listed parents collapse to 2 distinct person(s): 2 record(s) are duplicates of another listed parent. Evidence — Q75096+Q90566: identical label 'Aleus'; Q75099+Q90598: identical label 'Neaera'. The two survivors are one male and one female, as a biological parent pair should be
Q75123	Deimachus	4	[Q131902 'Neleus'] ; [Q133062 'Chloris'] ; [Q75162 'Cleon'] ; [Q75165 'Idaea de Gods']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q75153	Deucalion	4	[Q75192 'Klymene'] ; [Q75195 'Prometheus' = Q90388 'Prometheus'] ; [Q90476 'Hesione']		yes	4 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on. Partial merges found — Q75195+Q90388: identical label 'Prometheus'
Q75192	Klymene	4	[Q132255 'Q132255'] ; [Q74970 'Tethys'] ; [Q74973 'Danaus' = Q90309 'Oceanus']		yes	4 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on. Partial merges found — Q74973+Q90309: same Wikidata ID (Q161419)
Q75195	Prometheus	4	[Q75054 'Themis'] ; [Q75225 'Iapetos' = Q90374 'Iapetos'] ; [Q90317 'Clymene Asia']		yes	4 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on. Partial merges found — Q75225+Q90374: identical label 'Iapetos'
Q75207	Callisto	4	[Q75237 'Lycaon'] ; [Q75240 'Nonacris' = Q90480 'Nonacris'] ; [Q90394 'Lykaon']		yes	4 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on. Partial merges found — Q75240+Q90480: identical label 'Nonacris'
Q75252	Lacedaemon  of Troy	4	[Q74656 'Q74656'] ; [Q75294 'Taygete' = Q90382 'Taygete'] ; [Q90359 'Zeus']		yes	4 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on. Partial merges found — Q75294+Q90382: identical label 'Taygete'
Q75315	Niobe	4	[Q75336 'Phoroneus' = Q90406 'Phoroneus'] ; [Q75339 'Laodice'] ; [Q90484 'Teledike, a Nymph']		yes	4 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on. Partial merges found — Q75336+Q90406: identical label 'Phoroneus'
Q75441	Hermenegildo Gutiérrez	4	[Q75447 'Gutierre'] ; [Q75450 'Elvira'] ; [Q99973 'Guterre Mendès de COÏMBRA'] ; [Q99975 'Elvira Anzures']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q75573	Anicius Auchenius Bassus	4	[Q151955 'Turrenia Honorata'] ; [Q154066 'Pincia'] ; [Q75634 'Caeionia Auchenia Bassa'] ; [Q75637 'Amnius Manius Caesonius Nichomachus Anicius Paulinus']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q77269	Tiberius Plautius Silvanus Aelianus	4	[Q141426 'Apronia'] ; [Q144088 'Lucius Aelius Lamia'] ; [Q77494 'Aelia Lamia'] ; [Q77497 'Marcus Plautius Silvanus']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q78402		4	[Q73035 'Cleopatra III of Egypt' = Q78719 'Cleopatra III of Egypt'] ; [Q73038 'Ptolemy VIII Physcon'] ; [Q73194 'Cleopatra II of Egypt']		yes	4 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on. Partial merges found — Q73035+Q78719: same Wikidata ID (Q40003)
Q78609	Cleopatra V of Egypt	4	[Q135920 'Ptolemy X Alexander I'] ; [Q136155 'Berenice III'] ; [Q78713 'Ptolemy IX Lathyros'] ; [Q78716 'Cleopatra Selene I of Egypt']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q78716	Cleopatra Selene I of Egypt	4	[Q73038 'Ptolemy VIII Physcon'] ; [Q73197 'Ptolemy VI'] ; [Q78402 'Q78402'] ; [Q78719 'Cleopatra III of Egypt']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q78719	Cleopatra III of Egypt	4	[Q73038 'Ptolemy VIII Physcon'] ; [Q73194 'Cleopatra II of Egypt'] ; [Q73197 'Ptolemy VI'] ; [Q78402 'Q78402']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q78770	Philetaerus	4	[Q136454 'Attalus'] ; [Q136455 'Boa'] ; [Q78824 'Attalus of Pergamon'] ; [Q78827 'Boa of Pergamon']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q85255	Mehetenweskhet	4	[Q85265 'Harsiese II'] ; [Q85267 'DjedMutesankh'] ; [Q85269 'Tanibi'] ; [Q85271 'Harsies']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q85356	Takelot I	4	[Q195426 'Heqakheperre Setepenre Shoshenq II Pharaoh of Egypt'] ; [Q195802 'Wife of Heqakheperre Setepenre Shoshenk, King of Egypt .'] ; [Q85368 'Osorkon I'] ; [Q85370 'Taschedchons']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q85392	Karomat \ Karomama  Karomama ?Princess of Egypt	4	[Q85388 'Kapes'] ; [Q85390 'Hedjkheperre Setepenre Takelot I'] ; [Q85402 'Hedjkheperre Setepenamun Harsiese King of Egypt'] ; [Q85404 'Wife of Hedjkheperre Setepenamun Harsiese King of Egypt']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q85562	Kemi 	4	[Q85586 'Amenemhat III Nemare, King of Egypt (1900 BC) Pyramid builder' = Q85606 'Amenemhat III Nemare, King of Egypt' = Q86213 'Amenemhat III'] ; [Q85588 'Mother of Princess Kemi']	Q86213,Q85588	no	4 listed parents collapse to 2 distinct person(s): 2 record(s) are duplicates of another listed parent. Evidence — Q85586+Q85606: same given name and every surname token matches as a spelling variant ('Amenemhat III Nemare, King of Egypt (1900 BC) Pyramid builder' / 'Amenemhat III Nemare, King of Egypt'); Q85586+Q86213: same Wikidata ID (Q19244); Q85606+Q86213: same given name and every surname token matches as a spelling variant ('Amenemhat III Nemare, King of Egypt' / 'Amenemhat III'). The two survivors are one male and one female, as a biological parent pair should be
Q85744	Userkaf	4	[Q195154 'Shepseskaf, Pharaoh of Egypt'] ; [Q195232 'Khentkaus I' = Q85750 'Khentkaus I .'] ; [Q85748 'Shepseskaf']		yes	4 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on. Partial merges found — Q195232+Q85750: identical label 'Khentkaus I'
Q86577	Rab Abba Arika  bar Abba	4	[Q86591 'Aivu ('Akkub \ Ya'akkub) Ya'akkub) ?bar Abba bar Sallah' = Q91080 'Aivu ('Akkub \ Ya'akkub) Ya'akkub)'] ; [Q86593 'Q86593'] ; [Q91082 '?']		yes	4 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on. Partial merges found — Q86591+Q91080: same given name and every surname token matches as a spelling variant ('Aivu ('Akkub \ Ya'akkub) Ya'akkub) ?bar Abba bar Sallah' / 'Aivu ('Akkub \ Ya'akkub) Ya'akkub)')
Q87283	  	4	[Q87295 'Q87295'] ; [Q87298 'Wang'] ; [Q87300 'Q87300'] ; [Q87302 '隴西上邽']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q87460	Marquis Cheng of Cai   	4	[Q57999 '申 姬姓'] ; [Q58128 'of Cheng' = Q87466 'of Cheng'] ; [Q87468 'Q87468']		yes	4 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on. Partial merges found — Q58128+Q87466: identical label 'of Cheng'
Q89572	N.  de la Cavalleria	4	[Q89373 'Alonso de la Caballeria'] ; [Q89622 'Fernando de la Cavalleria'] ; [Q91496 'Francisca de Resendi'] ; [Q91692 'Mari Ximenez Moreno']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q89616	N.  Fernandez	4	[Q89399 'N. de la Cavalleria' = Q91414 'N. de la Cavalleria'] ; [Q91514 'Vicente de Bordalba'] ; [Q91518 'Pedro Fernandez']		yes	4 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on. Partial merges found — Q89399+Q91414: identical label 'N. de la Cavalleria'
Q89618	N.  Fernandez	4	[Q89399 'N. de la Cavalleria' = Q91414 'N. de la Cavalleria'] ; [Q91514 'Vicente de Bordalba'] ; [Q91518 'Pedro Fernandez']		yes	4 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on. Partial merges found — Q89399+Q91414: identical label 'N. de la Cavalleria'
Q89629	Isabel  de la Cavalleria	4	[Q89407 'Alonso de la Cavalleria' = Q89566 'Alonso de la Cavalleria'] ; [Q91522 'Isabel Zapata'] ; [Q91654 'Brianda Cerdan']		yes	4 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on. Partial merges found — Q89407+Q89566: identical label 'Alonso de la Cavalleria'
Q90257	Aeneas  the Dardanian	4	[Q130402 'Aphrodite'] ; [Q132752 'Anchises' = Q74846 'Anchises'] ; [Q74849 'Aphrodite \ Venus Hittite Princess']		yes	4 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on. Partial merges found — Q132752+Q74846: same Wikidata ID (Q211953)
Q90317	Clymene Asia	4	[Q74698 'Tros'] ; [Q74701 'Terra'] ; [Q74970 'Tethys'] ; [Q90309 'Oceanus']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q90333	Rhode	4	[Q75039 'Poseidon' = Q90291 'Poseidon'] ; [Q75108 'Amphitrite -' = Q90412 'Amphitrite -']	Q75039,Q75108	no	4 listed parents collapse to 2 distinct person(s): 2 record(s) are duplicates of another listed parent. Evidence — Q75039+Q90291: identical label 'Poseidon'; Q75108+Q90412: identical label 'Amphitrite -'. The two survivors are one male and one female, as a biological parent pair should be
Q90388	Prometheus	4	[Q75054 'Themis'] ; [Q75225 'Iapetos' = Q90374 'Iapetos'] ; [Q90317 'Clymene Asia']		yes	4 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on. Partial merges found — Q75225+Q90374: identical label 'Iapetos'
Q90454	Demeter - - Ceres	4	[Q74677 'Ops'] ; [Q74680 'Saturn'] ; [Q90368 'Cronos'] ; [Q90376 'Rhea']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q90476	Hesione	4	[Q132255 'Q132255'] ; [Q74970 'Tethys'] ; [Q74973 'Danaus' = Q90309 'Oceanus']		yes	4 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on. Partial merges found — Q74973+Q90309: same Wikidata ID (Q161419)
Q90560	Pronax \ Promax  Promax	4	[Q74946 'Talaos King of Argos' = Q90538 'Talaos King of Argos'] ; [Q74949 'Lysimache,Eurynome or Lyssianassa' = Q90558 'Lysimache,Eurynome or Lyssianassa']	Q74946,Q74949	no	4 listed parents collapse to 2 distinct person(s): 2 record(s) are duplicates of another listed parent. Evidence — Q74946+Q90538: identical label 'Talaos King of Argos'; Q74949+Q90558: identical label 'Lysimache,Eurynome or Lyssianassa'. The two survivors are one male and one female, as a biological parent pair should be
Q94227	Abu Lahab	4	[Q107584 'Lubna bint Hajar'] ; [Q65008 'Abd al-Muttalib born of Hashim'] ; [Q65864 'Lubnah binte Hajira'] ; [Q94219 'Fatima daughter of Amr al-Makhzumi']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q98221		4	[Q109025 'Al-Mu'tasim'] ; [Q109205 'Shuja al-Khwarazmi'] ; [Q97564 'Caliph al-Mu'tasim'] ; [Q98219 'Q98219']		yes	4 listed parents do NOT collapse: they cluster into 4 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 4 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q99767	Bermudo I of Asturias	4	[Q110842 'Fruela of Cantabria' = Q75462 'Fruela Duke of Cantabria' = Q99785 'Fruela da Cantábria'] ; [Q99787 'Q99787']	Q110842,Q99787	no	4 listed parents collapse to 2 distinct person(s): 2 record(s) are duplicates of another listed parent. Evidence — Q110842+Q75462: same given name and every surname token matches as a spelling variant ('Fruela of Cantabria' / 'Fruela Duke of Cantabria'); Q110842+Q99785: same given name and every surname token matches as a spelling variant ('Fruela of Cantabria' / 'Fruela da Cantábria'); Q75462+Q99785: same given name and every surname token matches as a spelling variant ('Fruela Duke of Cantabria' / 'Fruela da Cantábria'). The two survivors are one male and one female, as a biological parent pair should be
Q99899	García Íñiguez of Pamplona	4	[Q100070 'Oneca Velazquez'] ; [Q100072 'Inigo Arista de Pamplona' = Q109722 'Inigo Arista'] ; [Q109724 'Onneca Velázquez de Pamplona']		yes	4 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on. Partial merges found — Q100072+Q109722: same given name and every surname token matches as a spelling variant ('Inigo Arista de Pamplona' / 'Inigo Arista')
Q100308	Ordoño III of León	3	[Q100038 'Onega'] ; [Q110066 'Adosinda Gutiérrez'] ; [Q143493 'Ramiro II of León']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q100441	Sancho I of Pamplona	3	[Q100976 'Dadildis of Pallars'] ; [Q100978 'Garcia Jimenez' = Q109760 'García Jiménez of Pamplona']	Q100976,Q109760	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q100978+Q109760: same given name and every surname token matches as a spelling variant ('Garcia Jimenez' / 'García Jiménez of Pamplona'). The two survivors are one male and one female, as a biological parent pair should be
Q1010	Dipnomorpha	3	[Q1001 'Rhipidistia'] ; [Q30783 'Q30783'] ; [Q54352 'Q54352']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q101021	Fernan	3	[Q100467 'NN Duque de Estrada'] ; [Q101023 'N de Estrada'] ; [Q113501 'Sancho Bermudez']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q101361	Alfonso V of León	3	[Q100661 'Dordia Osorez'] ; [Q100926 'Elvira of Castile, Queen of León'] ; [Q110116 'Bermudo II of León']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q102377	Maria Pais de Ribeira	3	[Q101329 'Payo Muniz de Ribera y Cabrera'] ; [Q114038 'Urraca Nunez de Braganza' = Q125096 'Urraca Nunes I de Bragança']	Q101329,Q114038	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q114038+Q125096: same given name and every surname token matches as a spelling variant ('Urraca Nunez de Braganza' / 'Urraca Nunes I de Bragança'). The two survivors are one male and one female, as a biological parent pair should be
Q102913	Ramon Berenguer I, Count of Barcelona	3	[Q101679 'Sancha de Castille' = Q110544 'Sancha Sánchez of Castile'] ; [Q102909 'Berenguer Ramon I, Count of Barcelona']	Q101679,Q102909	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q101679+Q110544: same given name and every surname token matches as a spelling variant ('Sancha de Castille' / 'Sancha Sánchez of Castile'). The two survivors are one male and one female, as a biological parent pair should be
Q102941	Ramiro I of Aragon	3	[Q102939 'Sancha de Aybar' = Q111547 'Sancha of Aibar'] ; [Q143499 'Sancho III of Navarre']	Q111547,Q143499	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q102939+Q111547: same given name and every surname token matches as a spelling variant ('Sancha de Aybar' / 'Sancha of Aibar'). The two survivors are one male and one female, as a biological parent pair should be
Q103252	Soeiro  Bufinho	3	[Q101944 'Payo Godins, 6o Senhor do Couto de Azevedo'] ; [Q103254 'Gontinha Nunes Velho'] ; [Q118555 'Maria Soares']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
